source,author,upvotes,message_text,upvotes_normalized
civfanatics_favorite_hated,civfan_user_2,1,"Favourites: HARALD BLUETOOTH. The favourite among favourites. Reasonable, nice, but still loves to fight a good war. Can't find a single bad thing about him, and in BNW he started doing a little bit better, even kinda-running away several times. Pachacuti. Pretty much the same as Harald, but positive traits are all smaller, and he's a bit more treacherous. Still, a good friend to have. Askia. Mainly because I feel bad for the guy. He's nearly always the punching bag (except for one time where he became a mid-good civ - but then I kinda helped him, so it hardly counts) and can be incredibly annoying with his love for getting a second city half the map away from his capital just under yours and then forgetting to get any more of them. Catherine (G&K). She used to be such a great competition. Now she's constantly the punching bag for some reason, but it may be because for some reason desipte having random civs she started next to Mongols several times in a row for some reason. Even when after those games I played the Mongols, she was always nearby... What's the connection with Russia and Mongols? Still, a good enemy who's typically reasonable, and used to be a constant runaway. Bismarck. A relatively nice guy who likes to fight, and started running away in BNW. Neby. Such a joy to see this guy. Too bad he's not more competent. Monty. How can you dislike this guy? You'd need to be soulless. I still remember how in G&K he used to declare wars on me just a turn after we traded something, losing his stuff and then offering me a free luxury/gpt in peace deal. Disliked: Ramkhamhaeng. Annoying, loves to warmonger and hates you for doing the exact same thing even in ultra-small ammounts. ALWAYS reject his DoF's, because afterwards he'll decide to settle a city right in your face with no exceptions. Alexander. Unreasonable, annoying, loves to hate you for no reason, expands, usually the runaway. Hiawatha. SERIOUSLY, he's insane. Nuts. Expands in most useless places, can overwhelm most of the AI's early on. Elizabeth. She's always unreasonable, incompetent, annoying and does stuff just to piss you off. I still remember how she had only one city, and decided to send her army through ENTIRE CONTINENT to attack my capital. Of course she failed, but she's still... ERHH. Ez-bella. Always a failure, but never fails to be annoying. Also never shuts up. Polynesia - a guy who always meets others before you. Must be destroyed at all costs, this one, because he combines two annoying traits - rarely warmongering, BUT expanding madly in your direction.",1.0
civfanatics_favorite_hated,civfan_user_3,1,"Dislike: Alexander - I've never had good relations with this jerk, and he shows up in like half the maps I play. Loves to found and spread his own religion, which is annoying because I like to do the same. Also he's a city-state hog. And he's always a runaway unless he's had his wings clipped early. (He had the misfortune of starting right next to the Zulus in my current game, so he's his usual obnoxious self but he hasn't been able to expand passed 3 cities due to constant harassment from Shaka.) Basically every annoying trait you can possibly find in an AI leader all combined into one. Elizabeth - ""Always a failure, but never fails to be annoying."" Good way to put it. I guess England just isn't all that without Ireland, Scotland and Wales. (Plus she's a wonder-hog.) Hiawatha - JEEBUS, calm down buddy! There's enough map for everyone! Ramkhamhaeng - City-state hog par excellence . Sejong - UGH. My heart sinks whenever he's my opponent. He just techs soooo fast! It's impossible to keep up sometimes! Plus he likes to build cities. And when he's far enough ahead in tech he declares war and really puts the screws to you with units 1 or even 2 generations ahead of your own. (REALLY sucks when he gets an airforce before you do.) Ramesses - Can I build a wonder or two, please!? Like: Catherine - Usually pretty reasonable, good challenge, makes a powerful friend or foe. Gustavus - Let's be friends please! Augustus and Dido - Start next to either of them and you know they're going to invade. At least you can plan for it. Wu - I like her theme music, and she's usually quite reasonable. Nebby - Usually good to be friends with.",1.0
civfanatics_favorite_hated,civfan_user_4,1,Like: William - Usally he's pretty good friends with me. Gustavus - I always try to become friends with him and he is generally nice. Alexander - Most people hate him for his city state friendships. But I really don't have much problems with Alex he's in 2/3s of my games it seems but we usually always become friends early on and when he does become your friend he's a great ally to have very loyal for the entire game. And when I'm a smaller civ like Vencie I Usally make defensive pacts with him since he does not backstab people often it seems. Washington - very loyal friend to have unless you're trying to warmonger. Ahmad - Always friendly to me. Dislike Augustus Ceaser - Somtimes I have games with him where he is my best friend but often if he asks for friendship I will expect a backstab within the next few turns. Bismarck - He isn't in my games often but when he is.... He is the BIGGEST bully on the map I had games where he would just raze every city someone made  but leave their capitals fine. Hiawatha - Thanks for taking yet another useless ocean tile. He overwhelms civs and picks fights early Usally picks fights with people like Shaka though and leaves the other alone. Darius - Really hate this guy he will always make a big army and be the under the radar warmongering guy. Sejong - nothing at all to like about him when he's in your game. Pacotello - He always seems to want too stay neutral with me and never wants to progress a friendship. Really stubborn and takes a lot of land.,1.0
civfanatics_favorite_hated,civfan_user_5,1,"I'm really glad this thread got posted. FAVORITES Haile Salaisse - This guy is my blood brother.  In almost every single game I've played with him, Haile extends a warm hand of friendship to me from the very beginning and is a fiercely loyal ally throughout.  In one game, I allowed him to win a science victory rather than attacking him, because he had won me over so much throughout the game with his character.  He was the only civ that spawned next to me, yet befriended me and did not attack me once even though he had a more powerful military throughout.  I have never once seen him backstab anyone.  He treats you like he expects to be treated.   Great guy to sign a defensive pact or research agreement with.  A true gentleman and loyal friend. Gustavus Adolphus - Another great ally with a warm and friendly personality.  His is my favorite court to be in, with mighty and confident Gustavus standing before the fireplace and triumphant music playing in the background.  He is extremely reasonable.  However, he will not be pushed around and will attack if disrespected.  And he puts up a damn good fight.  I have a healthy admiration for him and we are generally allies even when we spawn next to each other. Napoleon - I am shocked that I am putting him here in my favorites, but that is where he truly belongs.  Napoleon is the one guy I most hate to be neighbors with.  I know he's going to try to settle on me and invade me if given any opportunity.  And I know he is going to carry a big stick.  My heart sinks when I meet him on the map.  At the same time, he plays a vital role in the game.  If you allow your army to get too weak, he WILL invade you.  It's a certainty.  And you KNOW it's coming.  The good news is that he will invade your enemies too and he is easily bribed.  He is also pretty friendly before and after attacking you, and does not mind war mongering.  Napoleon is like the hyena of Civ 5 -- he culls the sick and weakly civs from the pack.  There are no smoke and mirrors with Napoleon.  He is not moody and passive-aggressive like some of the other leaders.  You know exactly what his game plan is, and it's up to you to outsmart him. Theodora - Her voice is very soothing and seductive.  She is usually friendly and willing to deal, unless there is some obvious reason why your interests are opposed.  Does not spam settlers.  Rarely invades you.  Can be moody and backstab occasionally, but overall has a generally easy going and refreshing personality. Bismark - Always seems reasonable.  He's never DoWed me and his forward settling is mild.  In my most recent game, he was the most friendly civ even though we were fairly close to each other and were the dominant powers in the game.  Does not get pissed off for no reason.  I like his voice and character. Gandhi - He has all the characteristics I like in an opponent: very passive, generally friendly, and does not over settle.  However, I have very little respect for him.  I know I can build up my economy and then conquer him whenever I want.  And I know he will never invade me unless I am in REALLY bad shape.  He's a pushover.  No respect, but I enjoy having him in the game. Pocatello - What's not to love?  Very passive and deals with youv straight up.  You treat him right, and he'll treat you right. LOVE/HATE Suileiman - I have a high level of respect for Suileman.  He has beaten me more times than any other civ.  He is definitely not one of my favorites because we are usually fierce adversaries.  However, I don't hate him because he doesn't pull that passive-agressive crap that other civs do.  He's not going to settle on you or convert your cities.  But he will use every military and diplomatic option he has to destroy you.  He will be friendly to you if he needs something from you, but if he doesn't he won't give you the time of day.  I am rarely confused about what he is doing.  His approach to winning is straight-forward and businesslike. Oda Nobunaga - Some games he is the best, nicest ally you'll ever meet.  Other games he is the most pathetic, guarded whiner on the whole board.  I am annoyed by his voice in general, but especially when he is angry or guarded.  I should probably put him in the hated section, but those few games of unbroken fidelity keep me from hating him. Catherine - I like Catherine.  She would be in the like list except for a few traits I despise.  First of all, I find her voice/image attractive and enjoy visiting her magnificent palace.  She is friendly to me from the beginning a lot, which I like.  However, it seems like she becomes pissed off easily and that our relationship fades over time.  We usually end up as enemies.  Then she has that trait where she will never make peace with you unless you give her all your gold or have a strong army.  Also spams settlers a little too much for my tastes.  But I do like the fact that she rarely tries to invade you and usually starts out friendly. Ghengis Khan - I don't mind Ghengis.  Usually not technologically advanced enough to pose much of a threat and always willing to be bribed.  Can be a pest sometimes though. Augustus Ceasar - Another leader I have a mixed relationship with.  More often than not, our interests are opposed but he is someone who I can get along with under the right conditions. HATED Darius - There is no one in the game I am more weary of than Darius.  He is constantly scheming.  Everything he does has a purpose and a plan.  And he usually has the technological and economic prowess to really hurt you when he makes his move.  Even when we have made a DoF, I am still guarding my borders from him.  Do not trust him whatsoever.  He is as cunning as he is ruthless. Boudicca - That's right, Boudicca.  I hate you.  There is no one more two-faced than Boudicca and I can't stand it.  She constantly tries to convert my cities and plots against me at every opportunity.  And talk about a wonder hog!  In BNW, she will grab ALL of the cultural wonders if you let her.  I never can tell what she is thinking by our interactions.  The very opposite of being trustworthy.  Just generally in a bad mood too. Maria Teresa - The ultimate example of passive-agressive.  Will be your best friend one turn, and your worst enemy the next.  Constantly coming up with ways to annoy you besides declaring war.  Although occasionally she does that too (especially in Into The Renaissance scenario).  And did I mention she STEALS MY CITY STATES? William - I have had so many games where he has been a complete douche.  Can't stand the voice.  He constantly declares war on you when you least expect it.  Then when you make peace with him he denounces the hell out of you.  But the most annoying of all traits is his city spamming.  I hate city spamming! Elizabeth and Isabella - Speaking of denouncements and city spamming. Alexander the Great - Most annoying voice in the game.  Also one of the civs that DoW you early in the game while you're still trying to get things set up, which I hate.  City state hog. Ramsesses - Complete wonder hog, always in a rotten mood, and loves to nuke your cities.",1.0
civfanatics_favorite_hated,civfan_user_6,1,"Love Ashurbanipal (Assyria) - Can be intimidating especially with a huge army, yet someone I hate to hate. He was unfortunately the biggest warmonger (and the only aggressive AI) in my last game due to having China and Brazil as his neighbors, yet I can't seem to find hate for the guy. Maybe it's because he does respect you, at the very least. Or maybe it's his beard... Love/Hate Shaka (The Zulu) - I hate how he gloats around when you're hostile to one another and that I have to work up my defenses when I find he's my neighbor. However, he's also extremely easy to manipulate oh so very much. He also has a glaring weakness which I love to exploit: he sends almost all his troops to the front lines but leaves his cities defenseless, making it easy for backdoor invasions. Makes warmongering a bit of a joke. Hate Alejandro (Alexander, Greece) - Yes, I mock and hate him in every single time I meet him. I don't mind the denouncement or DOW. What I really hate is that he always tries to take over my most crucial CS allies, to the point that unless I've cared for them since the beginning of the game, it will be very difficult to take them back.",1.0
civfanatics_favorite_hated,civfan_user_7,1,"Like: Cassimir (Poland) - I declared war on this guy in several games, even took his cities and some in a peace deal yet after maybe 15 turns asks me for a declaration of friendship. Now that's the most forgiving AI I know. Pedro II (Brazil) -Overall nice guy easy to deal with. DoF are almost guaranteed if this guy is around. Boudicca (The Celts) -Reasonable and Friendly. Doesn't expand that much and would declare war on warmongers so I don't have to deal with them. She has almost always been my besties against warmongers like Shaka, Montezuma and Oda. Likes and Hates at the same time Ahmad Al Mansur (Morroco) - Easy to befriend but always like to steal your wonders. I can't do anything since he's supposed to be my friend, and he is always an easy target by my enemies. I only befriend him for buffer against runaways but his wonderspamming gets on my nerves. Pacal (The Maya) - Same reason as above. Suleiman (Ottomans) - VERY easy to befriend but he always likes to settle near my cities. Hates with a burning passion Ramesses (Egypt) - Always irritable and wonderspams. Unlike Pacal and Ahmad he isn't friendly at all. Montezuma (The Aztecs) - Irritating and he always like to insult me. He is always arrogant when demanding from my protected city states. Hiawatha (Iroquis) - Cities, Cities everywhere. Cities as far as the eye can see.",1.0
civfanatics_favorite_hated,civfan_user_8,1,"Likes: Ahmad Al-Mansur - Is always a bro even in times of crisis. Let us make money together for great profits! War? Bad for business! Enrico Dandolo - Despite his less than ahem stellar history, he is a pretty nice old man in the game. Always asking me to participate in one of those Venetian Get Rich schemes. Once again, money makes the world go round! Dislike: Elizabeth: Turn 1: Hi! Lets be BFFs )) Turn 2: You are a scourge of humanity and you disgust me! Oh btw...would you like a trade agreement with England? Don't trust Lizzy...like ever. Alex: Mr. denounce from 100 tiles away. Arghs",1.0
civfanatics_favorite_hated,civfan_user_9,1,"Like: Isabella, for some reason has been the most consistent ally and trading partner in my games, a lot probably has to do with her annoying the other AIs and rarely being in the top third of the AIs in my games. Genghis, this is probably due to me taking Autocracy so often, even if I go to war with him early by the late game I can count on him to be a war partner, his city state eating can get annoying at times but a lot of times they are eating the CSs that a CS mongering Civ is allied with so its a generally a net positive. Theodora, always a very docile Civ in my games, she doesn't spam cities too much, not overly aggressive with city states, and I don't focus on religion that much so I don't get too worked up if she gets her religion and gets aggressive with it. Am entertained by but dislike: Boudicca, she is fun to watch rant and babble, but the issue is she can be in a ideal spot to be a ally, I can do everything possible to maintain positive diplomatic relations but she will always flip and DoW on me at some point. Respect: Augustus, he doesn't annoy me as much as always challenge me in the late game, if he spawns far away from my borders I am almost assured to have to invade him to prevent his tech victory, this normally involves a naval invasion followed by a long battle through at least two well developed cities before you even reach the capital, and I am almost guaranteed to have a few nukes dropped on my forces as I drive inland. Hate: Alexander, so cocky even when he is not being a dick I still want to hate him, the biggest CS hog in the game and somehow manages some of the better core cities in most games I play, I hate him and his little pony... Hiawatha, oh look its the Iroqouis Empire the hornets nest of cities being built close together and lurching towards my borders...  he is the reason the Huns are a attractive Civ at times because dismantling Hiawatha can take a long time even if he isn't a runaway. Kamehameha, Hiawatha's mentally challenged brother, where the Iroqouis are effective in their city spam, the Polynesians find the tiny sliver of tiles on your coast to settle that you have absolutely no interest in having a city in and will do it repeatedly even if you have burnt them down earlier in the game, the only upside is he rarely is a runaway or even makes it out of the bottom third of Civs in a game he is just a pain in the butt for the entire game.",1.0
civfanatics_favorite_hated,civfan_user_10,1,Catherine is a worthy opponent. Sejong will travel halfway around the world to settle his second city next to your capitol.,1.0
civfanatics_favorite_hated,civfan_user_11,1,"Guys like Hiawatha, Alexander, and Catherine make me smile, put up my dukes and say ""challenge accepted"". On the other hand, you've got AI's like Elizabeth and Isabella that never really manage to be a genuine threat but manage to be a thorn in your side in other ways, primarily just by talking so much and making the AI turn take more time.",1.0
civfanatics_favorite_hated,civfan_user_12,1,"dislike Kamameha, An annoying lout, always in last place, everyone in the world loves him and has to tell you about it, ninja begger. He's like the guy at the party who never brings the beer.",1.0
civfanatics_favorite_hated,civfan_user_13,1,"Likes: Harun Al-Rashid: Almost always a good friend, although his city spam can get a bit out of hand in the lategame. Gustavus, Theodora, William: The G&K civs that are easier to befriend, they like to play a bit taller and tend to peacefully build wonders which makes them good neighbors. Genghis Khan: I never have trouble with him, too bad the rest of the world always hates him for attacking city-states which usually means he doesn't last very long. Dislikes: Augustus: I just get him so often my games and hes always impossible to get along with. I also can't stand his music and civ colors. Haile Selassie: Impossible to have a religion near him. Other religion based civs sometimes forget about it entirely but the stele guarantees that Haile will get one and be extremely obnoxious about spreading it around. Attila: He's another one that I seem to get in my games all the time and probably the most annoying/dangerous in the early game. Monty and Shaka at least have some endearing qualities about them, Attila is just obnoxious.",1.0
civfanatics_favorite_hated,civfan_user_14,1,"Like: William: Other than the 5% of the time that he goes nuts and decides he should have Montezuma's personality during the first 50 turns, the other 95% he is a bro among bros.  Doubly so because he's one AI I never have to take the Research Agreements to, because he'll bring them to me the turn they're available. Theodora: Is always willing to be allies with the player seemingly every game, and doesn't even get too nuts (compared to other religious civs at least) when you have/spread a religion near her. Montezuma: Say what you will about the guy, but he's consistent, and putting on a show every time you see him. Love/Hate: Genghis: Dear Temujin, I appreciate that you always at least try to be friendly, but I'd really like to occasionally have a CS ally without you deciding to bully them as often as possible, if not outright kill them. Love and kisses, me. Bismark: Easily the most reasonable of the ""warmongers"", and I haven't seen him hold a grudge often, but dear gods, does his Chronic Backstabbing Syndrome tend to flare up so often. Catherine: Also fairly reasonable, if not outright pleasant to play alongside... until you get past the first 100 turns.  Once her drive to spam 20 cities out with accompaniment from 3-4 dozen horse units sets in however, her personality can't make up for the nuisance she can become. Hate Ghandi: The absolute most fickle personality in the game.  No matter what you are doing, you WILL be denounced and harassed throughout the game. Hiawatha: See the comment about why Cathy gets some hate to go with the love, only replace ""goes crazy and spammy after turn 100"" with ""goes crazy and spammy after turn 2."" Haile Selassie: He probably wouldn't be so bad if I wanted to play a game where I never got a religion. Or never built wonders. Or never tried to ally CSes. Actually, he probably still would be.",1.0
civfanatics_favorite_hated,civfan_user_15,1,"The only AIs I really hate are the warmongers who also hate warmongers, like Rammy and Haile Selassie. I like the honest warmongers like Montezuma or Shaka because you know they're gonna attack and you can prepare for it and they won't hold grudges after you wipe out their forces. I don't like Rammy doing a suprise atttack with nasephants and then denouncing me after he loses. Very expansionist AIs can be also really annoying now that the warmonger penalties are as harsh as they are. Pachacuti has really annoying forward-settling + ""you're expanding too close to us"" routine.",1.0
civfanatics_favorite_hated,civfan_user_16,1,Shock II gives more power but the unit will die in an arrow-shower Better to play it safe and take Drill and Cover,1.0
civfanatics_favorite_hated,civfan_user_17,1,"Cpt Oblivious said: Like: William: Other than the 5% of the time that he goes nuts and decides he should have Montezuma's personality during the first 50 turns, the other 95% he is a bro among bros.  Doubly so because he's one AI I never have to take the Research Agreements to, because he'll bring them to me the turn they're available. Theodora: Is always willing to be allies with the player seemingly every game, and doesn't even get too nuts (compared to other religious civs at least) when you have/spread a religion near her. Montezuma: Say what you will about the guy, but he's consistent, and putting on a show every time you see him. Click to expand... Speakin' about William ""amigoing""... Asks for DoF, turns Guarded on the same turn for no reason. then starts begging for luxuries and gold, ala Siam (""it's really going bad here, but I have allied every single CS on the map, have 200+ gpt on turn 100 and have 10 extra luxuries with 3000 gold in stash... but you know, I really need your only 15gpt, because I'm doing bad here. Oh, you don't mind I drop five cities here? You sure? "" ) Thea is good friend to have around. I've never seen her backstab. Too bad she's too passive and rarely does anything useful except being pushed around, but if you befriend her (which is easy to do) she'll supply you with constant RA and good trade deals. Montezuma... can't be pain, but it's good thing that he is very forgiving. You can have ten wars one after another and he'll still ask you to be friends after that. Cathy and August... are difficult. Cathy either wants to kill you or stays trusted friend until the end. August, depends on the game I guess. He's either very loyal or backstabs. The size of your army and how far you two are from each other seems to be the factor. If you're far away and he's busy with others, he will be loyal friend. and dunno, Nebuchadnezzar... I see that many like him here, but I never had pleasure. He's usually one of the most guarded AIs toward me (along with Egypt) and hard to make any progress with... and don't you dare build one wonder he wants. He'll denounce and denounce and denounce. Askia... backstabber, hates warmongers even when he's (unsuccessfully) trying to take over the world... and he's often suicidal, always picks up a fight with Attila, Shaka or Oda and gets obliterated. and I have to say, I kinda like Ghandi. If he's my neighbour, I know he will be good trade partner, will not expend beside 3-4 cities, and won't attack me whenever he can. His wonder hog can be bit too much tho, because he'll build every single one of cultural wonders due to his 50 pop cities.",1.0
civfanatics_favorite_hated,civfan_user_18,1,"njmfff said: Asks for DoF, turns Guarded on the same turn for no reason. Click to expand... Did you decline his DoF?",1.0
civfanatics_favorite_hated,civfan_user_19,1,"Nope, we were happy friends, even thou he remained guarded for a long time. It didn't help much that I build wonder he wanted, even thou he was a wonder hog in this game. Like every 10 turns, ""William built XXX wonder"" (he had salt\hills start)",1.0
civfanatics_favorite_hated,civfan_user_20,1,"I like her leader screen. She can be nasty at times, but Queen Dildo is a worthy ally if you get on her good side.",1.0
civfanatics_favorite_hated,civfan_user_21,1,"For a merchant, even honesty is a financial speculation.",1.0
civfanatics_most_annoying,civfan_user_0,1,"This might not be the first thread of its kind, but... Which AI do you find most annoying in general? For me it's a toss up between Alexander and Augustus, with Washington close on their heels for third place. Alexander acts like such a pissy brat, the lines Firaxis game him to say do not help, his spontaneous declarations of war and hyper-aggressive behavior make him the schoolyard bully of this game. Plus he kinda looks like Ken from the Barbie line. Augustus has backstabbed me so many times it puts Brutus to shame. First he declares war on me when I'm engaged against someone else (most likely Alexander) and when I finally manage to beat back his offensive he goes all ""Friendly"" and falls over himself offering Declarations of Friendship. The declaration is signed, and as soon as I get into another war he again attacks me on the other side of the map. I just cannot trust him with anything and I am forced to exterminate him despite my usually peaceful playstyle. A true master of reinterpreting supposed friendships. As for Washington, it's always the same story. I'm off picking cotton in my small peaceful empire and he shows up and states ""Your wanton aggression leaves me no choice..."" and then attacks me in an expansionist frenzy. Kinda like real life? (jk ) I also get really ticked off when any AI starts bringing a settler close to my empire, and I'm like ""Don't you it, you son of a..."" and then he plants a city in a craptastic location right in the middle of my empire. Again, I'm usually a peaceful guy, but I will wipe you out if you do that. Alright, your turn. (What AI or AI antics do you hate the most?)",1.0
civfanatics_most_annoying,civfan_user_1,1,"Bismark and Augustus.  they vex me more than the others.  plenty are irrational and random, but they seem to be in my games more than any other civ when the settings are random civs. i also play as babylon often, but when i dont and babylon is one of my opponents it's always a little off-putting.  he isnt pleasant to deal with either.",1.0
civfanatics_most_annoying,civfan_user_2,1,"I would say Alexander, Elisabeth and Gandhi. Occasionally Ramses too if I'm building wonders. As for Alexander, the reasons are listed up pretty well. He has never been friendly to me and he always tries to DOW as many civs as possible with little success. In most of my games he ends up being a citystate that owns 1-2 cities (definitely not Athens and Sparta) on some location full of desert or tundra since he gets wiped off by other AIs. He still keeps yelling his inslults to me from there though. He is too irritating to be forgotten but also too puny for me to bother to destroy him. Elisabeth is also somebody that I'm never able to please. Usually I don't meet her until quite late in the game and then she turns out to be hostile almost immediately. Unlike Alexander, she usually manages to build a quite succesful empire with a few puppeted cities. The reason for me to dislike Gandhi is his overly peaceful way of speaking. He is always mad at me since there are few games where I don't DOW any AI civs and keeps insulting me a lot despite of having only 1-3 cities himself. Usually I see him getting wiped out by the other civs as well but he always manages to build a group of cities to some forgotten place where nobody cares about him. Nobody except me, since I have to see his constant insults. Just like Alexander he would be of no use due to his puny performance even if he was friendly though, as he usually has no incomes to buy my luxuries. That's about it for me.. Ramses only annoys me if I build a lot of wonders and get him angry. By the way, he is also one of those that tends to get wiped off by the other AI civs. I wonder why it's always Greece, Germany, India, Egypt and Monoglia that always end up having very little amount of cities or even destroyed by the other AIs.",1.0
civfanatics_most_annoying,civfan_user_3,1,"Elisabeth and Alexander. Elisabeth can never be pleased and likes to backstab me. Alexander god, wish I could have a stable friendship with him for once. On high levels Deity/immortal I almost always try to bribe him into war or others into war with him. Alexander is so hyper aggresive it isnt funny.",1.0
civfanatics_most_annoying,civfan_user_4,1,"""The time for dawn has come, let us finish our work. Let us create those who are to feed and provide for us appear. Let man appear, let humanity exist on earth."" - The Popol Vuh",1.0
civfanatics_most_annoying,civfan_user_5,1,"Ghandi for being an ass and Ramkhamhaeng, I trusted him once...",1.0
civfanatics_most_annoying,civfan_user_6,1,"Whichever AI(s) are my closest neighbors in that game. Especially those that like to do the ""pretend friendship"" thing or ""desperation DOW"" thing.",1.0
civfanatics_most_annoying,civfan_user_7,1,"Civ III/ IV AI : I sure wish Jon would hurry up and complete his turn, he's been at it for over 1,200,000 milliseconds now. Civ V AI: Early National College and Academies are human cheats I wish they'd remove from the game. Civ BE AI: The human always landing first is a major human cheat!",1.0
civfanatics_most_annoying,civfan_user_8,1,"China. I hate her. She is such, a stuck up little brat who can't prove crap on the battlefield. After her, I'd say Monty, but he is quite enjoyable when he gets way over his ahead and says he's afraid of me.",1.0
civfanatics_most_annoying,civfan_user_9,1,"The Ottomans. I always get DoWed by them early on, even though they never actually do any damage. They're attempting to be opportunistic early on, but it never seems to work out for them.",1.0
civfanatics_most_annoying,civfan_user_10,1,CivFanatics on Facebook >>> /civfanatics CivFanatics on Twitter >>> @civfanatics,1.0
civfanatics_most_annoying,civfan_user_11,1,Washington Hey I am a person who hates warmongers but also conqueres a lot of cities or worse my hole continent Same with Siam You are a warmonger but siam dude you just killed the ottomans,1.0
civfanatics_most_annoying,civfan_user_12,1,"Ghandi because in one game I was friendly with him, returned his worker, and generally didn't do anything to tick him off, then he nuked the tar out of me in the name of victory! Ghandi has a low flavour for victory, but his flavour for nukes is so overwhelming that he, evidently, made an exception. I won that game, exactly one turn before losing my capital to him. Other civs might lead you on only to backstab you later, but Civ 5's Ghandi is the only guy with the patience to wait 6000 years before doing so. Ramses wins the silver because of his runaway AI tendency. I've played about 3 continents games, and in 2 of them he took over an entire continent of AIs. On the plus side, he only had about a hundred million happiness after doing so.",1.0
civfanatics_most_annoying,civfan_user_13,1,Try out the NiGHTS and VEM mods! War Academy (Tips) - F9 for demographics - Ctrl+R for resource view​,1.0
civfanatics_most_annoying,civfan_user_14,1,"I think every AI is more detestable than the others : insults, denounces, declarations of war, over expanding (inside your territory included...)... every bit of AI is detestable and deserves to be killed. The disappointing thing being that they do not suffer the death they deserve : we should definitely be able to ""finish them"" by pushing a button, influencing our reputation and some other AIs behaviors. In the state, there is too little satisfaction to kill AIs compared to the constant annoyance and offense that they all are. On the same note, I really insist on the fact to be able to establish a reputation through time : if you keep your promises (""you will pay for this""), enemies would fear you if you threat them. Also, I'm nothing that the Civ1/2 problem of ""this AI settles in my territory"" is back, whether there are borders. Probably due to the absence of distance from capital hit, and to the fact that cities are more spaced and less regularly dispatched. A good proof that borders are useless.",1.0
civfanatics_most_annoying,civfan_user_15,1,"Civilization 8, later or other project idea thread : https://forums.civfanatics.com/threads/civilization-viii-later-or-other-project.649104/",1.0
civfanatics_most_annoying,civfan_user_16,1,"Perhaps the defeated leaders should suffer the same fate as those in SMAC, LOL",1.0
civfanatics_most_annoying,civfan_user_17,1,"They all sometimes act the same, but Elizabeth and Bismarck hate me the most.",1.0
civfanatics_most_annoying,civfan_user_18,1,Babylon annoys me the most because of his walls of Babylon.  They make it so much harder to take him out early on.,1.0
civfanatics_most_annoying,civfan_user_19,1,"Two there should be; no more, no less.  One to embody the power, the other to crave it. -Darth Bane",1.0
civfanatics_most_annoying,civfan_user_20,1,"Elizabeth. Basically never friendly, and always an annoyance to deal with. I also really dislike the Civs who buy out every single city state, particularly when it's too early on for me to be able to afford to compete. Then i have them and every nearby city state to deal with in war :/ Greece loves to do this, France too.",1.0
civfanatics_most_annoying,civfan_user_21,1,"ense7en said: Elizabeth. Basically never friendly, and always an annoyance to deal with. I also really dislike the Civs who buy out every single city state, particularly when it's too early on for me to be able to afford to compete. Then i have them and every nearby city state to deal with in war :/ Greece loves to do this, France too. Click to expand... Yeah or a city state sydney  wich I am allied with from the beginning the game and then suddenly in the renaissance catherine spend some gold on the city states and become the ally I steal it back because I was from me all allong in the game. Then SHe comes to me I see you're relationships with sydney And I am like dude you just stole it from me? Every AI that starts complaining about city state influence but steals mine can go to hell. Seriously these AI's are really hypocrites they don't want you do to bad things but they do themself",1.0
civfanatics_most_annoying,civfan_user_22,1,"Recently it's been Elizabeth, who has been building the Great Wall, and then using Longbows against me from three spaces away as I slog through her territory So last time I encountered her I rushed and wiped her out, just for the fun of it. Do I hold gudges?",1.0
civfanatics_most_annoying,civfan_user_23,1,"So, apart from the roads, the aqueduct, sanitation, irrigation, medicine, education, wine, public baths and public order — what have the Romans ever done for us? - Life of Brian",1.0
civfanatics_most_annoying,civfan_user_24,1,+1 culturemaniac Whoever builds the great wall. Especially China in the Korea scenario. One.square.at.a.tedious.time. Still it makes paratroopers useful.,1.0
civfanatics_most_annoying,civfan_user_25,1,"Civilization I,II,III,IV,V, VI: Built a game to stand the test of time.",1.0
civfanatics_most_annoying,civfan_user_26,1,"Freaking Hiawata, so many times where the idiot gets lucky and spawns on his own continent, forcing me to go for an overseas invasion, and because he always goes science without a really dumb focus (mostly meelee and siege in my experience) he's usually just behind me in army tech. Not to mention that he looks like a moron, not even a proper Indian chief, just some random scout with bad hair. Second definitely Cathy, queen of spam, wasted so much time cleaning up her 1 pop tundra hovels. At least she looks nice though, and the only one with some cleavage, interesting how they turned Izzy into a supermodel but did not bother with much sex appeal, might as well have gone for a historically accurate depiction then. Lizzy is just scary, that voice, that hair, ugh...",1.0
civfanatics_most_annoying,civfan_user_27,1,"The Ottomans annoy me the most. They DoW from across the continent for no reason, with no chance of victory. Half the time I never see any of their units, then they ask for everything I have.",1.0
